"Name","Operating System","Display","Camera","Battery","Special Features""Mobile Phones",,,,,,,,
"Huawei P20 Lite","Android v8.0 (Oreo) Upgradable to v9.0 (Pie)","5.84 inches (14.83 cm) bezel-less display with notch","16 + 2 MP Dual Rear Cameras 24 MP Front Camera","3000 mAh battery with Fast Charging","Rear Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Mobile Phones",,,,,,,,
"Tenor G2","Android v9.0 (Pie)","6.18 inches (15.7 cm) bezel-less display with notch Corning Gorilla Glass Protection","16 + 5 MP Dual Rear Cameras 12 MP Front Camera","5000 mAh battery with Fast Charging","Rear Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Honor 7C","Android v8.0 (Oreo)","5.99 inches (15.21 cm) bezel-less display","13 + 2 MP Dual Rear Cameras 8 MP Front Camera","3000 mAh battery","Rear Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Apple iPhone XR 256GB","iOS v12.0","6.1 inches (15.49 cm) bezel-less display with notch Oleophobic coating Protection","12 MP Rear Camera 7 MP Front Camera","2942 mAh battery with Fast Charging, charges upto 50% in 30 minutes Wireless Charging","No Fingerprint Sensor Face Unlock No 3.5 mm headphone jack present",,,
"Xiaomi Mi Mix 4","Android v9.0 (Pie)","6.4 inches (16.26 cm) bezel-less display Corning Gorilla Glass Protection","48 + 16 MP Dual Rear Cameras 32 MP Front Camera","4500 mAh battery with Fast Charging Wireless Charging","Fingerprint Sensor Face Unlock No 3.5 mm headphone jack present",,,
"Panasonic P110","Android v8.1 (Oreo)","5.34 inches (13.56 cm) display","5 MP Rear Camera 5 MP Front Camera","2300 mAh battery","Rear Fingerprint Sensor 3.5 mm headphone jack present",,,
"Micromax X1i Power","2.4 inches (6.1 cm) display","0.3 MP Rear Camera 0.3 MP Front Camera","1750 mAh battery","No Fingerprint Sensor 3.5 mm headphone jack present",,,,
"Nokia 8.1 Plus","Android v8.1 (Oreo)","6.22 inches (15.8 cm) bezel-less display with punch-hole display Corning Gorilla Glass Protection","16 + 20 MP Dual Rear Cameras 20 MP Front Camera","3700 mAh battery with Fast Charging","Rear Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Huawei Nova 5","Android v9.0 (Pie)","6.39 inches (16.23 cm) bezel-less display with waterdrop notch","48 + 16 + 2 + 2 MP Quad Rear Cameras 32 MP Front Camera","3500 mAh battery with Super Charging, charges upto 50% in 15 minutes","On-screen Fingerprint Sensor No 3.5 mm headphone jack present",,,
"Oppo R15 Pro","Android v8.0 (Oreo)","6.28 inches (15.95 cm) bezel-less display with notch","16 + 20 MP Dual Rear Cameras 20 MP Front Camera","3430 mAh battery with Super VOOC Charging","Rear Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Samsung Galaxy On6","Android v8.0 (Oreo)","5.6 inches (14.22 cm) bezel-less display","13 MP Rear Camera 8 MP Front Camera","3000 mAh battery","Rear Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Oppo F9 Pro 128GB","Android v8.1 (Oreo)","6.3 inches (16 cm) bezel-less display with waterdrop notch Gorilla Glass 5 Protection","16 + 2 MP Dual Rear Cameras 25 MP Front Camera","3500 mAh battery with Super VOOC Charging, charges upto 50% in 30 minutes","Rear Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Vivo V7","Android v7.1 (Nougat)","5.7 inches (14.48 cm) bezel-less display Gorilla Glass 5 Protection","16 MP Rear Camera 24 MP Front Camera","3000 mAh battery","Rear Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Apple iPhone XI Max","iOS v13.0","6.5 inches (16.51 cm) bezel-less display with notch Oleophobic coating Protection","12 + 12 + 12 MP Triple Rear Cameras 10 MP Front Camera","4100 mAh battery","Face Unlock No 3.5 mm headphone jack present",,,
"Xiaomi Mi 9 SE","Android v9.0 (Pie)","5.97 inches (15.16 cm) bezel-less display with waterdrop notch Gorilla Glass 5 Protection","48 + 8 + 13 MP Triple Rear Cameras 20 MP Front Camera","3070 mAh battery with Fast Charging","On-screen Fingerprint Sensor Face Unlock No 3.5 mm headphone jack present",,,
"Nokia 220 4G","2.4 inches (6.1 cm) display","0.3 MP Rear Camera","1200 mAh battery","No 3.5 mm headphone jack present",,,,
"Micromax Spark Go","Android v8.1 (Oreo)","5.0 inches (12.7 cm) display","5 MP Rear Camera 2 MP Front Camera","2000 mAh battery","No Fingerprint Sensor 3.5 mm headphone jack present",,,
"Nokia 7.2","Android v9.0 (Pie)","6.18 inches (15.7 cm) bezel-less display with waterdrop notch","48 + 5 + 2 MP Triple Rear Cameras 16 MP Front Camera","3500 mAh battery with Fast Charging","Rear Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Micromax X930","2.8 inches (7.11 cm) display","0.3 MP Rear Camera 0.3 MP Front Camera","3000 mAh battery","No 3.5 mm headphone jack present",,,,
"Lenovo K8 Plus","Android v7.1.1 (Nougat) Upgradable to v8.0 (Oreo)","5.2 inches (13.21 cm) display Gorilla Glass 5 Protection","13 + 5 MP Dual Rear Cameras 8 MP Front Camera","4000 mAh battery","Rear Fingerprint Sensor 3.5 mm headphone jack present",,,
"Xiaomi Mi 8 Youth","Android v8.1 (Oreo)","6.26 inches (15.9 cm) bezel-less display with notch","12 + 5 MP Dual Rear Cameras 24 MP Front Camera","3350 mAh battery with Quick Charging v3.0","Rear Fingerprint Sensor No 3.5 mm headphone jack present",,,
"Vivo Y53","Android v6.0 (Marshmallow)","5.0 inches (12.7 cm) display Gorilla Glass 5 Protection","8 MP Rear Camera 5 MP Front Camera","2500 mAh battery","No Fingerprint Sensor 3.5 mm headphone jack present",,,
"Vivo X27","Android v9.0 (Pie)","6.39 inches (16.23 cm) bezel-less display","48 + 13 + 5 MP Triple Rear Cameras 16 MP Front Camera","4000 mAh battery with Flash Charging","On-screen Fingerprint Sensor 3.5 mm headphone jack present",,,
"Lenovo K9 Note","Android v8.1 (Oreo)","5.99 inches (15.21 cm) bezel-less display","16 + 2 MP Dual Rear Cameras 8 MP Front Camera","3760 mAh battery with Fast Charging","Rear Fingerprint Sensor 3.5 mm headphone jack present",,,
"Apple iPhone 5c 16GB Price","iOS v7 Upgradable to v8.2","4 inches (10.16 cm) display","8 MP Rear Camera 1.2 MP Front Camera","1510 mAh battery","3.5 mm headphone jack present",,,
"Samsung Galaxy J2 Pro Price","Android v6.0 (Marshmallow)","5.0 inches (12.7 cm) display","8 MP Rear Camera 5 MP Front Camera","2600 mAh battery","No Fingerprint Sensor 3.5 mm headphone jack present",,,
"Nokia Edge","Android v7.0 (Nougat)","5.2 inches (13.21 cm) display","23 MP Rear Camera 13 MP Front Camera","3600 mAh battery","Fingerprint Sensor 3.5 mm headphone jack present",,,
"Samsung Galaxy A9 2018 8GB RAM","Android v8.0 (Oreo) Upgradable to v9.0 (Pie)","6.3 inches (16 cm) bezel-less display","24 + 5 + 10 + 8 MP Quad Rear Cameras 24 MP Front Camera","3800 mAh battery with Fast Charging","Rear Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Nokia 2","Android v7.1.1 (Nougat) Upgradable to v9.0 (Pie)","5.0 inches (12.7 cm) display Gorilla Glass 5 Protection","8 MP Rear Camera 5 MP Front Camera","4100 mAh battery","No Fingerprint Sensor 3.5 mm headphone jack present",,,
"Panasonic Eluga Ray 700","Android v7.0 (Nougat)","5.5 inches (13.97 cm) display Gorilla Glass 5 Protection","13 MP Rear Camera 13 MP Front Camera","5000 mAh battery","Front Fingerprint Sensor 3.5 mm headphone jack present",,,
"Sony Xperia XA2","Android v8.0 (Oreo)","5.2 inches (13.21 cm) display Corning Gorilla Glass Protection","23 MP Rear Camera 8 MP Front Camera","3300 mAh battery with Quick Charging v3.0","Rear Fingerprint Sensor 3.5 mm headphone jack present",,,
"Samsung Galaxy J7 (2016) Price","Android v6.0 (Marshmallow)","5.5 inches (13.97 cm) display","13 MP Rear Camera 5 MP Front Camera","3300 mAh battery","No Fingerprint Sensor 3.5 mm headphone jack present",,,
"Samsung Galaxy A8 Price","Android v5.1 (Lollipop) Upgradable to v6.0.1 (Marshmallow)","5.7 inches (14.48 cm) display","16 MP Rear Camera 5 MP Front Camera","3050 mAh battery","Front Fingerprint Sensor 3.5 mm headphone jack present",,,
"Asus 6Z 256GB","Android v9.0 (Pie)","6.4 inches (16.26 cm) bezel-less display Gorilla Glass 5 Protection","48 + 13 MP Dual Rear Cameras 48 + 13 MP Dual Front Cameras","5000 mAh battery with Quick Charging v4.0","Rear Fingerprint Sensor which unlocks in 0.3 seconds Face Unlock 3.5 mm headphone jack present",,,
"Lava One","2.4 inches (6.1 cm) display","0.3 MP Rear Camera","1000 mAh battery","No 3.5 mm headphone jack present",,,,
"Google Pixel XL 2","Android v8.0 (Oreo)","6.0 inches (15.24 cm) bezel-less display Gorilla Glass 5 Protection","12.2 MP Rear Camera 8 MP Front Camera","3520 mAh battery with Fast Charging","Rear Fingerprint Sensor No 3.5 mm headphone jack present",,,
"Micromax Evok Dual Note","Android v7.0 (Nougat)","5.5 inches (13.97 cm) display","13 + 5 MP Dual Rear Cameras 5 MP Front Camera","3000 mAh battery","Front Fingerprint Sensor 3.5 mm headphone jack present",,,
"Gionee P7 Max Price","Android v6.0 (Marshmallow)","5.5 inches (13.97 cm) display","13 MP Rear Camera 5 MP Front Camera","3100 mAh battery","No Fingerprint Sensor 3.5 mm headphone jack present",,,
"Apple iPhone 5c 32GB Price","iOS v7 Upgradable to v8.2","4.0 inches (10.16 cm) display","8 MP Rear Camera 1.2 MP Front Camera","1510 mAh battery","3.5 mm headphone jack present",,,
"Oppo R19","Android v8.1 (Oreo)","6.4 inches (16.26 cm) bezel-less display with notch Corning Gorilla Glass Protection","48 + 2 MP Dual Rear Cameras 25 MP Front Camera","3500 mAh battery","On-screen Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Oppo Reno 10x Zoom Edition 256GB","Android v9.0 (Pie)","6.6 inches (16.76 cm) bezel-less display Gorilla Glass 5 Protection","48 + 13 + 8 MP Triple Rear Cameras 16 MP Front Camera","4065 mAh battery with VOOC Charging v3.0","On-screen Fingerprint Sensor No 3.5 mm headphone jack present",,,
"Mobile Phones",,,,,,,,
"Motorola G6","Android v8.0 (Oreo) Upgradable to v9.0 (Pie)","5.7 inches (14.48 cm) bezel-less display Gorilla Glass 5 Protection","12 + 5 MP Dual Rear Cameras 16 MP Front Camera","3000 mAh battery with Turbo Power Charging","Front Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Tenor G 64GB","Android v7.1.2 (Nougat) Upgradable to v8.0 (Oreo)","5.5 inches (13.97 cm) display Gorilla Glass 5 Protection","13 + 13 MP Dual Rear Cameras 16 MP Front Camera","4000 mAh battery","Rear Fingerprint Sensor 3.5 mm headphone jack present",,,
"Xiaomi Mi Max 3","Android v8.1 (Oreo)","6.9 inches (17.53 cm) bezel-less display","12 + 5 MP Dual Rear Cameras 8 MP Front Camera","5500 mAh battery with Fast Charging v3.0","Rear Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Motorola Moto G2","Android v4.4.4 (Kitkat) Upgradable to v6.0 (Marshmallow)","5.0 inches (12.7 cm) display Gorilla Glass 5 Protection","8 MP Rear Camera 2 MP Front Camera","2070 mAh battery","3.5 mm headphone jack present",,,
"Vivo V9 Pro 4GB RAM","Android v8.1 (Oreo)","6.3 inches (16 cm) bezel-less display with notch","13 + 2 MP Dual Rear Cameras 16 MP Front Camera","3260 mAh battery","Rear Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Google Pixel 3 XL","Android v9.0 (Pie)","6.3 inches (16 cm) bezel-less display with notch Gorilla Glass 5 Protection","12.2 MP Rear Camera 8 + 8 MP Dual Front Cameras","3430 mAh battery with Fast Charging Wireless Charging","Rear Fingerprint Sensor No 3.5 mm headphone jack present",,,
"Honor 8X Max","Android v8.1 (Oreo)","7.12 inches (18.08 cm) bezel-less display with notch","16 + 2 MP Dual Rear Cameras 8 MP Front Camera","5000 mAh battery with Fast Charging","Rear Fingerprint Sensor 3.5 mm headphone jack present",,,
"Huawei Y7 Pro 2019","Android v8.1 (Oreo)","6.26 inches (15.9 cm) bezel-less display with waterdrop notch","13 + 2 MP Dual Rear Cameras 16 MP Front Camera","4000 mAh battery","No Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Realme 1 64GB","Android v8.1 (Oreo) Upgradable to v9.0 (Pie)","6.0 inches (15.24 cm) bezel-less display","13 MP Rear Camera 8 MP Front Camera","3410 mAh battery","No Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Xiaomi Redmi 5 64GB","Android v7.1.2 (Nougat) Upgradable to v8.1 (Oreo)","5.7 inches (14.48 cm) bezel-less display","12 MP Rear Camera 5 MP Front Camera","3300 mAh battery","Rear Fingerprint Sensor 3.5 mm headphone jack present",,,
"Yu Yunicorn Price","Android v5.1 (Lollipop) Upgradable to v6.0.1 (Marshmallow)","5.5 inches (13.97 cm) display","13 MP Rear Camera 5 MP Front Camera","4000 mAh battery","Front Fingerprint Sensor 3.5 mm headphone jack present",,,
"Huawei Mate 30 Pro","Android v9.0 (Pie)","6.71 inches (17.04 cm) bezel-less display with punch-hole display Corning Gorilla Glass Protection","40 + 40 + 8 MP Triple Rear Cameras 32 MP Front Camera","4200 mAh battery with Fast Charging Wireless Charging","Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Yu Yutopia Price","Android v5.1.1 (Lollipop)","5.2 inches (13.21 cm) display Corning Concore display Protection","21 MP Rear Camera 8 MP Front Camera","3000 mAh battery","Fingerprint Sensor 3.5 mm headphone jack present",,,
"Honor 20 Pro","Android v9.0 (Pie)","6.26 inches (15.9 cm) bezel-less display with punch-hole display","48 + 16 + 8 + 2 MP Quad Rear Cameras 32 MP Front Camera","4000 mAh battery with Super Charging, charges upto 50% in 30 minutes","Side Fingerprint Sensor which unlocks in 0.3 seconds No 3.5 mm headphone jack present",,,
"Mobiistar X1 Notch","Android v8.1 (Oreo)","5.7 inches (14.48 cm) bezel-less display with notch","13 MP Rear Camera 13 MP Front Camera","3020 mAh battery","Rear Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Lenovo Vibe K5 Note (4GB) Price","Android v6.0 (Marshmallow)","5.5 inches (13.97 cm) display Scratch-resistant glass Protection","13 MP Rear Camera 8 MP Front Camera","3500 mAh battery","Rear Fingerprint Sensor 3.5 mm headphone jack present",,,
"Realme A1","Android v9.0 (Pie)","6.2 inches (15.75 cm) bezel-less display with waterdrop notch","13 + 2 MP Dual Rear Cameras 8 MP Front Camera","4200 mAh battery","Rear Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Infinix Hot S3X","Android v8.1 (Oreo)","6.2 inches (15.75 cm) bezel-less display with notch","13 + 2 MP Dual Rear Cameras 16 MP Front Camera","4000 mAh battery","Rear Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Xiaomi Mi 9X","Android v9.0 (Pie)","6.4 inches (16.26 cm) bezel-less display with waterdrop notch","48 + 8 + 13 MP Triple Rear Cameras 32 MP Front Camera","3300 mAh battery with Quick Charging v4.0","On-screen Fingerprint Sensor 3.5 mm headphone jack present",,,
"Panasonic P85 NXT","Android v7.0 (Nougat)","5.0 inches (12.7 cm) display Gorilla Glass 5 Protection","8 MP Rear Camera 5 MP Front Camera","4000 mAh battery","Rear Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Xolo Era 4X","Android v8.1 (Oreo)","5.45 inches (13.84 cm) bezel-less display Corning Gorilla Glass Protection","8 MP Rear Camera 5 MP Front Camera","3000 mAh battery","No Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Huawei Nova 5i Pro","Android v9.0 (Pie)","6.26 inches (15.9 cm) bezel-less display with punch-hole display","48 + 8 + 2 + 2 MP Quad Rear Cameras 32 MP Front Camera","4000 mAh battery with Fast Charging, charges upto 50% in 30 minutes","Rear Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Nokia 2.2 32GB","Android v9.0 (Pie)","5.71 inches (14.5 cm) bezel-less display with waterdrop notch","13 MP Rear Camera 5 MP Front Camera","3000 mAh battery","No Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Lava A3","1.77 inches (4.5 cm) display","0.3 MP Rear Camera","1750 mAh battery","3.5 mm headphone jack present",,,,
"Lenovo Z5 Pro","Android v8.1 (Oreo)","6.39 inches (16.23 cm) bezel-less display Corning Gorilla Glass Protection","16 + 24 MP Dual Rear Cameras 16 + 8 MP Dual Front Cameras","3350 mAh battery","On-screen Fingerprint Sensor Face Unlock No 3.5 mm headphone jack present",,,
"Gionee A1","Android v7.0 (Nougat)","5.5 inches (13.97 cm) display Corning Gorilla Glass Protection","13 MP Rear Camera 16 MP Front Camera","4010 mAh battery with Fast Charging","Front Fingerprint Sensor which unlocks in 0.2 seconds 3.5 mm headphone jack present",,,
"Samsung Galaxy A8s","Android v8.1 (Oreo)","6.4 inches (16.26 cm) bezel-less display with punch-hole display","24 + 10 + 5 MP Triple Rear Cameras 24 MP Front Camera","3400 mAh battery with Fast Charging","On-screen Fingerprint Sensor No 3.5 mm headphone jack present",,,
"Samsung Galaxy A30s","Android v9.0 (Pie)","6.4 inches (16.26 cm) bezel-less display with waterdrop notch","16 + 5 + 2 MP Triple Rear Cameras 16 MP Front Camera","4000 mAh battery","Rear Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"BlackBerry Passport Price","Blackberry v10.3 Upgradable to v10.3.1","4.5 inches (11.43 cm) display Gorilla Glass 5 Protection","13 MP Rear Camera 2 MP Front Camera","3450 mAh battery","No 3.5 mm headphone jack present",,,
"LG G7 Plus ThinQ","Android v8.0 (Oreo)","6.1 inches (15.49 cm) bezel-less display with notch Gorilla Glass 5 Protection","16 + 16 MP Dual Rear Cameras 8 MP Front Camera","3000 mAh battery with Quick Charging v3.0 Wireless Charging","Rear Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Samsung Galaxy J3 Pro Price","Android v5.1 (Lollipop)","5.0 inches (12.7 cm) display","8 MP Rear Camera 5 MP Front Camera","2600 mAh battery","No Fingerprint Sensor 3.5 mm headphone jack present",,,
"Nokia 5.1 Plus 64GB","Android v9.0 (Pie)","5.86 inches (14.88 cm) bezel-less display with notch","13 + 5 MP Dual Rear Cameras 8 MP Front Camera","3060 mAh battery with Fast Charging","Rear Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Tecno Camon i4 64GB","Android v9.0 (Pie)","6.2 inches (15.75 cm) bezel-less display with waterdrop notch","13 + 8 + 2 MP Triple Rear Cameras 16 MP Front Camera","3500 mAh battery","Rear Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Samsung Galaxy J2 (2016) Price","Android v6.0 (Marshmallow)","5.0 inches (12.7 cm) display","8 MP Rear Camera 5 MP Front Camera","2600 mAh battery","No Fingerprint Sensor 3.5 mm headphone jack present",,,
"Poco F1 256GB","Android v8.1 (Oreo) Upgradable to v9.0 (Pie)","6.18 inches (15.7 cm) bezel-less display with notch Corning Gorilla Glass Protection","12 + 5 MP Dual Rear Cameras 20 MP Front Camera","4000 mAh battery with Quick Charging v3.0","Rear Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Vivo Z10","Android v7.1.2 (Nougat)","5.99 inches (15.21 cm) bezel-less display Gorilla Glass 5 Protection","16 MP Rear Camera 24 MP Front Camera","3225 mAh battery","Rear Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Lenovo K8 Note 32GB","Android v7.1.1 (Nougat) Upgradable to v8.0 (Oreo)","5.5 inches (13.97 cm) display Gorilla Glass 5 Protection","13 + 5 MP Dual Rear Cameras 13 MP Front Camera","4000 mAh battery with Turbo Charging","Rear Fingerprint Sensor which unlocks in 0.3 seconds 3.5 mm headphone jack present",,,
"Motorola X4","Android v7.1 (Nougat) Upgradable to v9.0 (Pie)","5.2 inches (13.21 cm) display Gorilla Glass 5 Protection","12 + 8 MP Dual Rear Cameras 16 MP Front Camera","3000 mAh battery with Turbo Power Charging","Front Fingerprint Sensor 3.5 mm headphone jack present",,,
"BlackBerry KEY2","Android v8.1 (Oreo)","4.5 inches (11.43 cm) display Gorilla Glass 5 Protection","12 + 12 MP Dual Rear Cameras 8 MP Front Camera","3500 mAh battery with Quick Charging v3.0","Fingerprint Sensor 3.5 mm headphone jack present",,,
"Intex Turbo Plus 4G","2.4 inches (6.1 cm) display","2 MP Rear Camera 0.3 MP Front Camera","2000 mAh battery","No Fingerprint Sensor 3.5 mm headphone jack present",,,,
"Mobile Phones",,,,,,,,
"Vivo Apex 2019","Android v9.0 (Pie)","6.39 inches (16.23 cm) display","12 + 13 MP Dual Rear Cameras","4100 mAh battery with Fast Charging","On-screen Fingerprint Sensor 3.5 mm headphone jack present",,,
"Nokia 105 Price","1.4 inches (3.56 cm) display","800 mAh battery","3.5 mm headphone jack present",,,,,
"Xiaomi Redmi K20 Pro 256GB","Android v9.0 (Pie)","6.39 inches (16.23 cm) bezel-less display Gorilla Glass 5 Protection","48 + 13 + 8 MP Triple Rear Cameras 20 MP Front Camera","4000 mAh battery with Quick Charging v4.0, charges upto 58% in 30 minutes","On-screen Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"iKall K1","Android v6.0 (Marshmallow)","5.0 inches (12.7 cm) display","5 MP Rear Camera 2 MP Front Camera","2200 mAh battery","No Fingerprint Sensor 3.5 mm headphone jack present",,,
"Micromax Infinity N11","Android v8.1 (Oreo)","6.19 inches (15.72 cm) bezel-less display with notch","13 + 5 MP Dual Rear Cameras 8 MP Front Camera","4000 mAh battery","Rear Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Motorola One Action","Android v9.0 (Pie)","6.3 inches (16 cm) bezel-less display with punch-hole display Corning Gorilla Glass Protection","13 + 8 + 5 MP Triple Rear Cameras 13 MP Front Camera","3500 mAh battery with Turbo Power Charging","Rear Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Tecno Camon iClick 2","Android v8.1 (Oreo)","6.2 inches (15.75 cm) bezel-less display with notch","13 + 5 MP Dual Rear Cameras 24 MP Front Camera","3750 mAh battery with Quick Charging","Rear Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Vivo V5s","Android v6.0 (Marshmallow)","5.5 inches (13.97 cm) display Gorilla Glass 5 Protection","13 MP Rear Camera 20 MP Front Camera","3000 mAh battery","Front Fingerprint Sensor which unlocks in 0.2 seconds 3.5 mm headphone jack present",,,
"Google Pixel 3","Android v9.0 (Pie)","5.5 inches (13.97 cm) bezel-less display Gorilla Glass 5 Protection","12.2 MP Rear Camera 8 + 8 MP Dual Front Cameras","2915 mAh battery with Fast Charging Wireless Charging","Rear Fingerprint Sensor No 3.5 mm headphone jack present",,,
"Lenovo Z5s","Android v9.0 (Pie)","6.39 inches (16.23 cm) bezel-less display with waterdrop notch","16 + 8 + 5 MP Triple Rear Cameras 16 MP Front Camera","3300 mAh battery with Fast Charging","Rear Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Xiaomi Redmi 5 32GB","Android v7.1.2 (Nougat) Upgradable to v8.1 (Oreo)","5.7 inches (14.48 cm) bezel-less display","12 MP Rear Camera 5 MP Front Camera","3300 mAh battery","Rear Fingerprint Sensor 3.5 mm headphone jack present",,,
"Panasonic Eluga X1","Android v8.1 (Oreo)","6.18 inches (15.7 cm) bezel-less display with notch Gorilla Glass 5 Protection","16 + 5 MP Dual Rear Cameras 16 MP Front Camera","3000 mAh battery","Rear Fingerprint Sensor Face Unlock No 3.5 mm headphone jack present",,,
"Apple iPhone XS Max 256GB","iOS v12.0","6.5 inches (16.51 cm) bezel-less display with notch Oleophobic coating Protection","12 + 12 MP Dual Rear Cameras 7 MP Front Camera","3174 mAh battery with Fast Charging, charges upto 50% in 30 minutes Wireless Charging","No Fingerprint Sensor Face Unlock No 3.5 mm headphone jack present",,,
"Apple iPhone 8 Plus 256GB","iOS v11 Upgradable to v11.3","5.5 inches (13.97 cm) display Oleophobic coating Protection","12 + 12 MP Dual Rear Cameras 7 MP Front Camera","2675 mAh battery with Fast Charging, charges upto 50% in 30 minutes Wireless Charging","Front Fingerprint Sensor No 3.5 mm headphone jack present",,,
"iKall K9","Android v6.0 (Marshmallow)","5.99 inches (15.21 cm) bezel-less display","5 + 5 MP Dual Rear Cameras 2 MP Front Camera","2800 mAh battery","Rear Fingerprint Sensor 3.5 mm headphone jack present",,,
"Vivo Y69","Android v7.0 (Nougat)","5.5 inches (13.97 cm) display Gorilla Glass 5 Protection","13 MP Rear Camera 16 MP Front Camera","3000 mAh battery","Front Fingerprint Sensor which unlocks in 0.2 seconds 3.5 mm headphone jack present",,,
"Samsung Galaxy J5 (2016) Price","Android v6.0 (Marshmallow)","5.2 inches (13.21 cm) display","13 MP Rear Camera 5 MP Front Camera","3100 mAh battery","No Fingerprint Sensor 3.5 mm headphone jack present",,,
"Micromax X412","1.77 inches (4.5 cm) display","0.3 MP Rear Camera","800 mAh battery","3.5 mm headphone jack present",,,,
"Motorola One","Android v9.0 (Pie)","5.9 inches (14.99 cm) bezel-less display with notch Corning Gorilla Glass Protection","13 + 2 MP Dual Rear Cameras 8 MP Front Camera","3000 mAh battery with Turbo Power Charging","Rear Fingerprint Sensor 3.5 mm headphone jack present",,,
"Vivo X21","Android v8.1 (Oreo) Upgradable to v9.0 (Pie)","6.28 inches (15.95 cm) display Gorilla Glass 5 Protection","12 + 5 MP Dual Rear Cameras 12 MP Front Camera","3200 mAh battery with Fast Charging","On-screen Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Lenovo Vibe K4 Note Price","Android v5.1 (Lollipop) Upgradable to v6.0 (Marshmallow)","5.5 inches (13.97 cm) display Gorilla Glass 5 Protection","13 MP Rear Camera 5 MP Front Camera","3300 mAh battery","Rear Fingerprint Sensor 3.5 mm headphone jack present",,,
"Xiaomi Mi 8 SE","Android v8.1 (Oreo)","5.88 inches (14.94 cm) bezel-less display with notch","12 + 5 MP Dual Rear Cameras 20 MP Front Camera","3120 mAh battery with Quick Charging v3.0","Rear Fingerprint Sensor Face Unlock No 3.5 mm headphone jack present",,,
"Micromax Dual 4","Android v7.0 (Nougat)","5.2 inches (13.21 cm) display Corning Gorilla Glass Protection","13 + 2 MP Dual Rear Cameras 13 MP Front Camera","2730 mAh battery","Front Fingerprint Sensor 3.5 mm headphone jack present",,,
"Gionee M7 Power","Android v7.1.1 (Nougat)","6.0 inches (15.24 cm) bezel-less display Gorilla Glass 5 Protection","13 MP Rear Camera 8 MP Front Camera","5000 mAh battery with Fast Charging","Rear Fingerprint Sensor 3.5 mm headphone jack present",,,
"Vivo Z1 Lite","Android v8.1 (Oreo)","6.26 inches (15.9 cm) bezel-less display with notch","16 + 2 MP Dual Rear Cameras 16 MP Front Camera","3260 mAh battery","Rear Fingerprint Sensor Face Unlock 3.5 mm headphone jack present",,,
"Vivo Y66 Price","Android v6.0 (Marshmallow)","5.5 inches (13.97 cm) display Gorilla Glass 5 Protection","13 MP Rear Camera 16 MP Front Camera","3000 mAh battery","No Fingerprint Sensor 3.5 mm headphone jack present",,,
"Micromax X1i Pop","1.8 inches (4.57 cm) display","0.3 MP Rear Camera 0.3 MP Front Camera","3.5 mm headphone jack present",,,,,
"Xiaomi Mi 9 Transparent Edition","Android v9.0 (Pie)","6.39 inches (16.23 cm) bezel-less display with waterdrop notch Gorilla Glass 5 Protection","48 + 12 + 16 MP Triple Rear Cameras 20 MP Front Camera","3300 mAh battery with Quick Charging v4.0 Wireless Charging","On-screen Fingerprint Sensor Face Unlock No 3.5 mm headphone jack present",,,
